pos/0.png 1 0 0 50 50
pos/1.bmp 1 0 0 50 50
pos/2.bmp 1 0 0 50 50
pos/drone0.jpg 1 0 0 50 50
pos/drone1.png 1 0 0 50 50
pos/drone2.jpg 1 0 0 50 50
pos/drone3.jpg 1 0 0 50 50
pos/drone4.jpg 1 0 0 50 50
pos/drone5.png 1 0 0 50 50
pos/drone6.jpg 1 0 0 50 50
pos/drone7.jpg 1 0 0 50 50
pos/drone8.jpg 1 0 0 50 50
pos/warrior0.jpg 1 0 0 50 50
pos/warrior1.jpg 1 0 0 50 50
pos/warrior2.jpg 1 0 0 50 50
pos/warrior3.jpg 1 0 0 50 50
pos/warrior4.jpg 1 0 0 50 50
pos/warrior5.jpg 1 0 0 50 50
pos/drone0.jpg 1 0 0 50 50
pos/drone1.png 1 0 0 50 50
pos/drone2.jpg 1 0 0 50 50
pos/drone3.jpg 1 0 0 50 50
pos/drone4.jpg 1 0 0 50 50
pos/drone5.png 1 0 0 50 50
pos/drone6.jpg 1 0 0 50 50
pos/drone7.jpg 1 0 0 50 50
pos/drone8.jpg 1 0 0 50 50
pos/warrior0.jpg 1 0 0 50 50
pos/warrior1.jpg 1 0 0 50 50
pos/warrior2.jpg 1 0 0 50 50
pos/warrior3.jpg 1 0 0 50 50
pos/warrior4.jpg 1 0 0 50 50
pos/warrior5.jpg 1 0 0 50 50
